id,text,polarization,language
hau_86c0ac18526532902bbe7fe1edaef064,"Saboda jahilci da kin gaskia da iyya munafirchi na bakano Anna sallah ka kunnawa massalata wuta da, wani gari akkayi haka da kaji yarda kanawa zasuyi ta haushi kamar karnuka, kuma babu abin da ya dace ba!",1,hau
khm_14ada391e657080ed9fbd7dcd1f4f2e2,ពាក់ព័ន្ធនឹងគុណភាពស្នប់ទឹករវៃ អ្នកស្រីគឹម ភាលី បាននិយាយដោយប្រៀបធៀបវាទៅនឹងអណ្តូងស្នប់ធម្មតាយ៉ាងនេះ៖,0,khm
khm_359e84d1930fd26c0824406846babb2f,នេះបើយោងតាមសំណេះសំណាលរបស់សម្តេច ហ៊ុន សែន ក្នុងពិធីជួបប្រជាពលរដ្ឋដែលបានស្ម័គ្រចិត្តយកលំនៅឋាន និងសំណង់ផ្ស,0,khm
khm_b301cbb092d6cbd197cb3c41fb57a6b3,លើសពីនេះ ប.ស.ស. នឹងធ្វើការផែនការសកម្មភាពឆ្នាំ២០២៣ ដើម្បីផ្សព្វផ្សាយរបបសន្តិសុខសង្គម ទៅដល់មូលដ្ឋានរបស់បងប្អូ,0,khm
hau_96e7787d460c35f4ca9d8cca3c2c8e57,"To ba karnuka bane marasa zuciya. Sun’iya jure rashin mutuncin da cin zarafi daga wajen Arna, amma wai anzagi gwamnan su. Kai arewa ya yi shirya kuma ya yi hankali.",1,hau
hau_8df5b16d93f3615cdaeaab19b6f735f9,"aa ba haka abin yake ba, andai maida kasar nigeria 🇳🇬 kasar kafirai, ta hanyar maida english official language, da kuma yin amfani da english a offices da kuma kudin kasa baki daya. kunga kuwa an maida mu kasar kafirai 😠 ##url",1,hau
khm_5f4da0e89d772422a4146c7690852acb,កំពង់ផែទេសចរណ៍សមុទ្រនេះ សាងសង់លើដីកំរិតជាង ៤ហិកតា ចាប់ផ្តើមសាងសង់តាំងពីឆ្នាំ២០១៨ ហើយបញ្ចប់ទាំងស្រុង,0,khm
khm_2ef39ef9be160c9ce5d79be671fe940a,មន្ត្រីក្រុងសេអ៊ូលបានបញ្ជាក់ថា កូរ៉េខាងជើងបានហោះហើយយន្តហោះចម្បាំងចំនួន ១២ គ្រឿងនៅជិតព្រំដែនជាមួយកូរ៉,0,khm
khm_a1a951edb20acf7325553a0570de8940,ខណៈដែលវាមិនមែនជាវិស័យផ្តល់ការងារច្រើនជាងគេនៅកម្ពុជា តែមានមនុស្សមួយចំនួនគិតថា ប្រាក់ឈ្នួលអប្បបរមារបស់វិស័យ,0,khm
hau_95b74ecd753fe42c4ea40a2d57050f63,Cry me a river baby girl hege dan hegiya akuya all u learn in that church is hating Muslims islamophobic af no wonder the fulanis done messed y’all up back to back,1,hau
hau_ef51057738e6220d5d9079719bc65d65,"Haukanku ya tsaya iya kan wasu dai, amma Barau ko tsula ne ya masa shirme ubansa zaici wallahi. A kiyaye.",1,hau
khm_30268666606c4a393b6eb089669168e6,(ភ្នំពេញ)៖ ឯកអគ្គរដ្ឋទូតថ្មីនៃស្ថានទូតតួកគីប្រចាំកម្ពុជា លោកស្រី អ៊ូលឃូ កូចេអ៊ែហ្វ៊ែ (ÜLKÜ KOCAEFE) សន្យាថានឹ,0,khm
khm_64eb646671342cdc8bec01ef7e51ba50,ជាទូទៅគេចាប់ផ្តើមរៀបចំដីនៅក្នុងរវាងខែឧសភានិងខែមិថុនា,0,khm
hau_1ebbcb89dc5deeeeb7c814f0a9bafd42,gani kasa sun farwa musulmi a karamar hukumar katchia kaduna state media bata kawo cikakke reports ba sbd musulmi aka farma,1,hau
khm_a8b6a4b8fc87927ecb8b2e25e7db023f,ចំនួនសិស្សដែលមកដាក់ពាក្យអាហារូបករណ៍រាល់ឆ្នាំមានជុំវិញ៥០០ទៅ៦០០នាក់ ប៉ុន្តែពេលយើងហៅមកសម្ភាស វាមានតែប្រហ,0,khm
khm_f47726705fc192dbe0a05a5d5c5c4e98,ចាប់តាំងពីយូរណាស់មកហើយ អ្នកភូមិនោះគេចំរើនគ្នារើសសំបកខ្យងដុតធ្វើជាកំបោរដែរ ប៉ុន្តែសំបកខ្យងនៅតែជាច្រើនក,0,khm
khm_7484a2c5d50c93bb5f2fcb45cd9b568e,ខ្ញុំចង់ដកសាច់ប្រាក់ចេញពីហ្សែកណាស់,0,khm
khm_f800c60ae014ff93bf8b4910c72a50ed,ខណៈដែលព្រះនាងយាងទៅដល់ក្រោមដើមសាលព្រឹក្សមួយ ដើមខ្យល់កម្មជ្ជវាតក៏បណ្តាលឲ្យកម្រើកកើតឡើងនៅព្រះឧទររបស់ព្រះនាង។,0,khm
hau_2ca5bc82fd44f4289019ab064a9263d3,Yaron da aka kama da jahiliya suna dawo a wajen zanga-zanga ashe suna da dan kwankwasiyya ne..🤔  Nace ba shima Baffa Babba ne ya dauki nauyin sa..?,1,hau
khm_12c6dd849da36573ff76d3beda5b26ba,ទាំងនេះគ្រាន់ជារឿងលេចឮៗគ្នាប៉ុណ្ណោះ។,0,khm
khm_bdb024844d4ea42ff772c9df45e07489,ការវិភាគបង្ហាញថាមានឱកាសប្រហែល ១ ភាគរយដែលព្រឹត្តិការណ៍បែបនេះកើតឡើងក្នុងឆ្នាំណាមួយក្រោមលក្ខខណ្ឌអាកាសធាតុបច្ចុប្�,0,khm
khm_61ae4ca7780d48a1ffc24be7123189fa,គេអង្គុយស្ងៀមៗក្នុងភាពស្ងប់ស្ងាត់មួយសន្ទុះមុនពេលក្រោកចេញទៅ បន្សល់ទុកឱ្យហើយយោចិត្តអង្គុយម្នាក់ឯង,0,khm
khm_781ba22e30d7f49f0a7b514c8856b2d2,"គិតស្រេចលោកគ្រូមានពុទ្ធដីកាថា ""ចម្រើនពរ! មិនអីទេ អាត្មាទុកដាក់ឲ្យដង្ខៅបាន""។",0,khm
hau_e537a37f25aa5bf472252ccff5d2bff8,Kt hisbah needs to go. Bunch of untrained thugs who think they run the show.,1,hau
hau_c9b7d9437ed78b67655879cd6e649f94,"Can naga wata tana cewa wlh Kanawa jahilai ne, kuma basa guda ba su zabi a jahilaini da suka fuskanta har waƙa ta kanawa ba",1,hau
khm_e46ad8d2877e08a88ba35e408e8fc1fe,គាត់បានស្នើសុំអ្នកប្រើ Twitter ឱ្យបោះឆ្នោតថាតើពួកគេយល់ស្រប ឬមិនយល់ស្របនឹងចំណុចនេះ។,0,khm
khm_2e2c73f27cd8ac07e4f19537ae9b1c68,ឧស្សាហកម្មកំពុងផ្លាស់ប្តូរដំណើរការរបស់ពួកគេទៅខ្សែចង្វាក់តម្លៃ។,0,khm
hau_7679853ce10d0b59846cfc494dc6ee4a,"Kawu Sumaila ya yi amana ne wai a hadaka mamaru addini ne shi kuma dan siyasa, Allah ya tsara mu da cin amana. Ameen",1,hau
hau_dee630aa9182a23a2ae5fc20d8cfd0d1,Tsula yana can yana sunkuma dala a aljihu. Mr agbada of Kano dey flex his nonsense.,1,hau
hau_5cdf1ae2beb6d6c6dfec19c2845e75ec,"@USER you Hausas be calling everybody jahili 😤🔥 but in reality, the real jahilis dey y’all side sha 😏💯",1,hau
khm_65b5f021d5da1ccc8821e86fee74100f,ត្រូវគិតគូរអោយបានល្អិតល្អន់មុននឹងប្រើថ្នាំសម្លាប់សត្វល្អិតដើម្បីមើលថាវាមានផលប្រយោជន៍ប៉ុណ្ណា និងហានិភ័យប៉�,0,khm
hau_9be4235b22e613259ee2b3727ca375b7,bahaushe: bahaushe ga bamaguje? ##url,1,hau
khm_77c8291a66208752488eaf558be2ffe1,ការមិនបានចេញទៅប្រកួតលើកនេះ បន្ទាប់ពីអ្នកលេងគុនខ្មែរគីឡូស្រាលបានប្រកាសថា ចង់ចេញទៅប្រកួតក្រៅប្រទេសយ៉ាងខ្លាំង,0,khm
hau_182cad1e95f4f549b91f35260a5c1920,"Innalillahi wainna ilaihir rajiun motocin Yan daba samada 100 yanzu haka a kofar kudu, gababin yanke hukunci da alkalin babban kotun tarayya zaiyi a gobe, masu daraja da tarbiya ankoma Yan awon igiya.",1,hau
hau_f6bb25aaa833679b18b81e0dd4758c82,"Wahala kake cikin ta yana so zaku dawo a cikinta, Rabi’u kyashi shida mulkin Nigeria har abada kamar yaya, tsinannu asararru jahilan banza wawaye Allah ya kara tsine maku albarka.",1,hau
khm_1576a9a34851af7bf0ec5dcc80e3f7bf,នៅឆ្នាំ២០០៣ ក្រសួងការងារ និងបណ្តុះបណ្តាលវិជ្ជាជីវៈ បានបង្កើតក្រុមប្រឹក្សាអាជ្ញាកណ្តាល ដើម្បីដោះស្រាយវិវាទកា�,0,khm
khm_01f32c4fe3dceafc3142dc17fecea8fe,ពានរង្វាន់សម្តេចពិជ័យសេនា ឧបនាយករដ្ឋមន្ត្រី រដ្ឋមន្ត្រីក្រសួងការពារជាតិ ប្រភេទទម្ងន់ ៦០គីឡូក្រាម បង្កើតឡើងដោយក,0,khm
hau_5480e53421bbee201e9d698de94d489c,"@USER zai zama shekaru mai malafa kafira mai tabbar da mace, kasa ta Allah zai kawo muku qarshen guda za a sake gudan da Libya",1,hau
khm_1f11c840be85bbb01205ba647cc6035c,ខ្ញុំចង់ទៅលាងចានហើយរៀបរាប់ផងដែរ,0,khm
khm_4eb3d0c333f217023c159cdb0b4d835c,ក្នុង១ពួកៗមានប្រហែល១០ឬ២០នាក់ឈរជា២ជួរ ទល់មុខគ្នាឃ្លាតពីគ្នាប្រមាណ៨ឬ១០ម៉ែត្រ។,0,khm
khm_66a59d74046c8419724bea6bf7c434bb,ប្រឡាក់អំបិលឲ្យច្រើនទៅលើផ្លែម្រះដែលហាន់ជាចំណិតៗ។,0,khm
khm_2bf6927bc9458f8b15ebb86b3e04e9e5,អាហារជាថ្នាំព្យាបាលជំងឺទាំងអស់។,0,khm
hau_a8392e1ebbf6e9a6dc1f3be71eda7776,"Duk wanda yake gudun PR a Azzaluman shugaban ne siyasa mai cin kai, Allah ya daba shi jin kama duniya dana kai. 😭🔥",1,hau
khm_aeeec96bea5a8bf780f5a1799eabc4b5,ប៉ុន្តែថាតើគាត់នឹងបន្តបង្វឹកទេ វាអាស្រ័យលើផលលទ្ធផលដែលគាត់ទទួលបានពេលគាត់មកដល់ក្រុមកីឡាកររបស់យើង។,0,khm
khm_885c09257531d57b834db2278462724e,ខាងក្រោមនេះគឺជាគន្លឹះទាំង៥ ដែលអ្នក និងគ្រួសារអាចអនុវត្តបានដើម្បីឲ្យគេងលក់លឿន និងធ្វើឲ្យជីវិតកាន់តែប្រស�,0,khm
hau_86c0ac18526532902bbe7fe1edaef064,"Saboda jahilci da kin gaskia da iyya munafirchi na bakano Anna sallah ka kunnawa massalata wuta da, wani gari akkayi haka da kaji yarda kanawa zasuyi ta haushi kamar karnuka",1,hau
hau_c9b7d9437ed78b67655879cd6e649f94,"Can naga wata tana cewa wlh Kanawa jahilai ne, kamar yadda suka yi waƙar gabaɗaya ba saiki ba",1,hau
khm_652a6799f57c4d482f9f8bf38eb0f807,នេះគឺជាការចុះពិនិត្យផ្លូវដោយផ្ទាល់ ពីសំណាក់ ឯកឧត្តម ឧបនាយករដ្ឋមន្ត្រី អូន ព័ន្ធមុនីរ័ត្ន និងឯកឧត្តមទេសរដ្�,0,khm
hau_7158bf2d385085f9fcbd6e449d588ae2,"Tabbas kewuare o! Kano ta Yan awon igiya ce, kasa to yin o.",1,hau
khm_8bd5a03ab05c27c8b8b1ef75aadd1605,យោងតាមអ្នកស្រាវជ្រាវនៅវិទ្យាស្ថានជាតិស្រាវជ្រាវវិទ្យាសាស្ត្រ បានបង្ហាញថា ប្រសិនបើពន្លឺខៀវ ចូលក្នុងភ្នែកយើង ក្រពេញ pine,0,khm
khm_1e56aa47b26d06c9a2245fff5655d4de,ខ្ញុំចង់ប្រជុំថ្ងៃនេះវេលាម៉ោងពីររសៀល,0,khm
khm_01f32c4fe3dceafc3142dc17fecea8fe,ពានរង្វាន់សម្តេចពិជ័យសេនាដែលជារដ្ឋមន្ត្រីក្រសួងការពារជាតិ ប្រភេទទម្ងន់៦០គីឡូក្រាម បង្កើតឡើងដោយក្រសួងការពារជាត,0,khm
khm_198a9d5ab031046a7ce92409f3efcba8,ព្រះពុទ្ធទ្រង់មានព្រះបាទសូត្រទៅកាន់ភិក្ខុទាំងអស់ថា ៖ អ្វីដែលខ្ញុំប្រៀនប្រដៅគឺមានតែទុក្ខ និងវិធីដើម្បីប,0,khm
hau_373dba2dd674da5443cb85c455b78094,aint it wild how till now we (tijjaniyyah) still never linked to terrorism. we battle with our souls. gara dan bidi’a da dan haram.,1,hau
khm_b2dd4531b900a96747d53b09462df1e4,ក្នុងការពង្រីកដែនដីរុស្ស៊ីធំជាងគេក្នុងរយៈពេលកន្លះសតវត្សមកនេះ លោក ពូទីន បានចុះហត្ថលេខាលើច្បាប់ទទួលស្គាល់,0,khm
khm_a8ca06e6c2247f5a2d3aaea33afd71c8,សហគមន៍ជនជាតិបារាំង និងក្រុមអ្នកនិយាយភាសាបារាំងនឹងប្រារព្ធទិវាបុណ្យជាតិបារាំងនៅសៀមរាបថ្ងៃទី ១៤ កក្កដា ឆ្នាំ ២,0,khm
khm_3a841db856d04ae747afc29f5c881b30,ល្បែងឈូង ជាប្រភេទល្បែងដែលមនុស្សចាស់ៗ ឬមនុស្សកំលោះក្រមុំ ចូលចិត្តលេង នៅពេលយប់ ខែភ្លឺ ក្នុងរដូវចូលឆ្នា�,0,khm
hau_3bb21c8a2d8baa14885c860aec7e2518,"Bakano bashi da lokacin kula karnuka 🙅🏻‍♂️. Ita dai kano madinan duk wani dan arewa ko bakaje ba kana fatan Allah ya baka ka kai uwarka da ubanka, har waɗi ba ya ji jin dadi ba",1,hau
khm_eca6e9f42f90c71fd705f51efec16971,រដ្ឋមន្ត្រីការបរទេសរបស់កោះសូឡូម៉ុន លោក Jeremiah Manele ត្រូវបានអ្នកសារព័ត៌មាននៅប្រទេសនូវែលហ្សេឡង់ សួរថាតើសេចក្តីរាយការ,0,khm
khm_2988e530107ce8d168753db18bf1c9db,ពេលអ្នកទទួលទានកាហ្វេកែវដំបូងនៃថ្ងៃ កាហ្វេអ៊ីនក៏ចូលទៅក្នុងចរន្តឈាមរបស់អ្នកភ្លាមៗ។,0,khm
khm_4a8b740fd51f03b1ffb91e507dbf4216,យោងតាមក្រសួងបានឱ្យដឹងថា កម្រិតវិទ្យុសកម្មនៅរោងចក្រហ្សាផូរីហ្សា ដែលជារោងចក្រថាមពលនុយក្លេអ៊ែរធំជាងគេនៅអឺរ៉ុ,0,khm
khm_9178f57fe6fc81c108eadc4cda07f94b,ចំណែកអ្នកនាំពាក្យគណបក្សប្រជាជនកម្ពុជា លោក សុខ ឥសាន នៅតែនិយាយដដែលៗ ថា សំណុំរឿងនេះជាករណីពិសេស ដែលតុលាការត្រ�,0,khm
hau_560c0d8f0da21858b7385d8a926decd0,"Inde har koyin tawa a camp ney, abarwa civilized gani da yan mata nawa kudu 😂, koh dusa aka dafa ci sukeyi tsabar mayunwata ney 😂",1,hau
khm_f03f5904b163497515f2878af8cdd1fc,ចំពោះឯកសារ ឬលិខិតបទដ្ឋានគតិយុត្ត ដែលត្រូវការការពិនិត្យ និងសម្រេចដោយរដ្ឋមន្ត្រីស្តីទី ខុទ្ទកាល័យ និងថ្នាក់,0,khm
hau_9be7a266789a62e524e7ff9f7e3b4cba,Yan PR masu Shaidan Zuuuuuurrrrrrr!!,1,hau
khm_907f3ba28b38e37e7283fdb609b5c868,ផែនការគម្រោងត្រូវបានគ្រប់គ្រងយ៉ាងមានរបៀបរសាប់ដំណើរការចាប់ផ្តើមដល់បញ្ចប់គម្រោង,0,khm
khm_96172f2ac22aad7c9db988529c28a184,ដូចគ្នានេះដែរ អនុស្សរណៈរបស់សេតវិមានបានបញ្ជាក់ផងដែរថា ប្រាក់នឹងត្រូវយកទៅប្រើក្នុងការអប់រំ និងបណ្តុះបណ្តាលយ�,0,khm
khm_9df41a1d4493de28caf5b9b86b28cc5b,របៀបរាំនោះ ម្នាក់កាន់ឈូងនាំមុខ ម្នាក់ទៀតដៃទទេរាំខាងក្រោយ ហើយច្រៀងថា «ប្អូនចាប់ឈូងបាន ឈូងបែកជាបួន ព្រលឹ,0,khm
hau_d2586fa0467e06c64eaa6ed73cab39e6,"Tunda AREWA DADDY ya Fara SUBURBUDA, ka sake Ganin Tweet din Wani Dan PR…., Nace, ka sake Gani?? yan iska sallu",1,hau
khm_65adaab79bd0c851ecacc81b87d151d0,ខ្ញុំសឹងតែជឿថាយើងគួរតែយកឡានក្រុងទៅណាមកណា,0,khm
hau_9c77e925239ef9744892d8cec3df37e4,Saura Kiris Ganduje Yazama Kakan Abba kuma uban Tsula 😂🔥 Get that bag 😎💯,1,hau
khm_6cbe015e21d52a915c1ee9055fe8d24f,ដោយសារតែការវាយប្រហារដោយយន្តហោះ មនុស្ស៤នាក់ត្រូវបានសម្លាប់នៅកណ្តាលទីក្រុង នៅក្រុងដូណែត ខាងកើតអ៊ុយក្រែន បើយ�,0,khm
khm_d206772af1db357dc4a82539ac959ea9,គោលដៅទាំងនេះមានចំនួន ១៧ ដែលត្រូវបានគេស្គាល់ថា គោលដៅអភិវឌ្ឍន៍ប្រកបដោយចីរភាពរបស់អង្គការសហប្រជាជាតិ ដោយមានគោ,0,khm
khm_0cf9cfe73e7f298427fc9cb9c92c3681,កូរ៉េខាងត្បូង និងសហរដ្ឋអាម៉េរិកបានធ្វើការបាញ់មីស៊ីលផ្លោងចូលសមុទ្រកាលពីថ្ងៃទី ៥ ខែតុលា ដើម្បីឆ្លើយតប ខណ�,0,khm
hau_9ee80d0b01da3a28a22b07c8df4cde17,Ina tarbiya agurin yar mace..  I felt pity for these type of girls o.  Allah ya karuwa kawai,1,hau
khm_dab4cbfd7498b5c26501fb94ad631b8e,ដើមបែករបស់ដំណាំស្រូវត្រូវបានចែកជាដើមមេ ដើមបែកលើកទី១ ដើមបែកលើកទី២ និងដើមបែកលើកទី៣,0,khm
khm_46f910921d2358a72ad40a7aa79de9b0,នេះបើតាមសេចក្តីប្រកាសពីក្រសួងការបរទេសកម្ពុជា ដែលចេញនៅយប់ថ្ងៃទី៤ ខែតុលា ឆ្នាំ២០២២។,0,khm
khm_c7ce17a10d7185a2f6cedd74ca209114,ខ្ញុំនឹងរង់ចាំម៉ោ ប៉ុន្តែឥឡូវមកជួយខ្ញុំសង់ប្រាសាទខ្សាច់សិន ខ្ញុំសង់ជិតរួចហើយ ហើយក្មេងស្រីក៏និយាយព្រម,0,khm
hau_0ab25727070d0988edd5f6ca92f2163b,Duk wanda ya ragawa Fulani basa yaci uwatai 😤,1,hau
hau_ce8d77cd3dfaad14f38b11e5acb671a8,"Kai, 'yan legas na bubu mo.",1,hau
khm_dda78038196345be73fdb3a39cf9e514,ការបាញ់បង្ហោះនេះត្រូវបានគេរាយការណ៍ដោយអគ្គសេនាធិការចម្រុះរបស់កូរ៉េខាងត្បូង (JCS) និងរដ្ឋាភិបាលជប៉ុន។,0,khm
hau_f85dcee392f9fbed0a3788d5a8e8a274,"Duk wani Dan PR din da Siyasa koyi wuya shi, wuta zai shiga.. Babu tsinannu yanzu a Nigeria kudin Arewa kaman yan PR. Shegu, Jakai..",1,hau
khm_ea5cf8ec90ffa11900de7e07613b4762,គាត់បានបន្តទៀតថាការស្រាវជ្រាវត្រូវធានាថាស្រ្ដីដែលបារម្ភអំពីអ្វីដែលជាភាពខុសធម្មតានិងធម្មតាមានសុវត្ថិភាព។,0,khm
khm_45dd2addebc8d32727aaa3333e3d1f00,កាបូបខ្ញុំទៅវិញហើយ?,0,khm
hau_b6e99c09ec3f49ec2288e5bcdd06a95e,"Tabbatar da abba bai sami shi ba, yana nufi sosai kuma ya tafi gaba daya da yasa wacce ta dace Karen ta gwamna, kamar iyayyen raiyar da ke kuro kaicho💔😹😭😭",1,hau
khm_38571849bd936f5ddd1c52d543e0c108,ចំណូលដុលគឺជាតម្លៃនៃផលិតផលទាំងអស់ដែលបានផលិតចេញពីការផលិតទាំងមូល,0,khm
khm_6c5c1d6dcb1f79e3434103058d019868,ខេត្ត៤នៅអឺរ៉ុបក្រោយបោះឆ្នោតឲ្យរុស្ស៊ី រុស្ស៊ីដាក់ចូលជាផ្នែករបស់ខ្លួន។,0,khm
khm_cc8a1e07d2950fb8585a325da6ce25aa,ខ្ញុំចង់ជួបអ្នកនៅពេលអ្នកមានទំនេរ,0,khm
khm_3a841db856d04ae747afc29f5c881b30,ល្បែងឈូង ជាល្បែងមួយ ដែលមនុស្សចាស់ៗ ឬមនុស្សដែលគេចាត់ទុកថាកំលោះក្រមុំ និយមលេង នៅពេលយប់ខែភ្លឺ ក្នុងរដូ,0,khm
khm_22b93e411a8467f60b3753af49e6ccd4,នេះហើយជាអ្វីដែលយើងដឹងថាជាសត្រូវ។,0,khm
khm_652a6799f57c4d482f9f8bf38eb0f807,នេះបើយោងតាមការត្រួតពិនិត្យផ្លូវដោយផ្ទាល់ ពីសំណាក់ ឯកឧត្តម ឧបនាយករដ្ឋមន្ត្រី អូន ព័ន្ធមុនីរ័ត្ន និងឯកឧត្តមទ,0,khm
hau_841b9a2d5d7cf534108f8ef8e655b680,gaskiya celebrities ɗin arewa nan yauwa ne. tirrr,1,hau
khm_40ca1f55f0671e4b1d7cb9e9a53e931e,ការធ្វើបច្ចុប្បន្នភាពបញ្ជីបោះឆ្នោត និងការចុះឈ្មោះបោះឆ្នោតប្រចាំឆ្នាំ តាមឃុំ-សង្កាត់នៅទូទាំងប្រទេស គឺស�,0,khm
khm_3008d03b31a9031fd6d55b9a90c51a72,គាត់បាននិយាយបន្ថែមទៀតថា របៀបរស់នៅដូចជាការជក់បារី ការផឹកស្រា និងការធ្វើលំហាត់ប្រាណ ក៏អាចមានទំនាក់ទំនងដែរ។,0,khm
khm_cf695cb23e6417367336f2a517e33ead,"ដៃគូជាន់ខ្ពស់សម្រាប់យុត្តិធម៌បានទាក់ទាញអ្នកស្ម័គ្រចិត្តជិត 1,000 តាំងពីពេលវាចាប់ផ្តើមមក។",0,khm
khm_15da9504bb1f3d0c0e45e96119bf70d2,ចៅពាលក៏ឆ្លើយថា ចំរើនពរអាត្មាភាពពីវត្តក្រោមមករកបិណ្ឌ ទូលព្រះបាទ ទៀនធូបយកទៅរៀនសមណធម៌ ញោមអ្នកភូមិនេះគេទៅណាអស,0,khm
hau_f02f55904b4722dd9a63205affedd591,"Saboda kwalla kai tsaye na Dan Kaduna, har masallachi a ka bi wani da gudu, chikin Ramadan aka kaza shi. Amman saboda ishidi irin na su, shiru kake ji. Amman ko akuya che aka kaza a masallachi a Kano, da har bayan Sallah basu daina haushi ba.",1,hau
khm_577cbc772bf9f521a5c91b7cbf126a8f,ទិន្នន័យនេះត្រូវបានបង្ហោះក្នុងសន្និសីទសារព័ត៌មានអំពីលទ្ធផលការងារប្រមូលពន្ធអាករលើរថយន្តគ្មានពន្ធមានស្រាប់ក្នុងប,0,khm
hau_6bf43ccceb2621b0615ed78d45046f05,Da so-called docs n da mass bad nurse Katihard nurses all ehn Kutumar uba ne.,1,hau
hau_e7c3093375c8bde9a4edc88d36ec04cc,"Wlh b wani gara a cikin su, da Iyamuri da Bayareben duk Yan iskan ne yanzu ba da hausawan Ake cutar mu ba, kuma basu sanin abin da suke so su yi bata kara ba",1,hau
khm_920a6584f81febbc7646078295a03540,ខ្ញុំចង់ទៅហាត់ទឹក,0,khm
hau_8a29a7c8b0474373f459fb411e1186de,@USER mudai da munga mace da lip plate kallon yar bariki ko karuwa muke mata 😩,1,hau
khm_8e781577071ed498d8bf3a09dba64791,របៀបវារៈអភិវឌ្ឍន៍ប្រកបដោយនិរន្តរភាពឆ្នាំ ២០៣០ ត្រូវបានចែករំលែក ខណៈដែលមានការចូលរួម និងសមភាពកាន់តែច្រើន។,0,khm
khm_c43e23277f9d0e7fe21752c6cc185527,ខ្ញុំចង់ចាប់ផ្ដើមការងារនៅក្នុងវិស័យព័ត៌មានក្នុងពេលខាងមុខ,0,khm
hau_7106cfdc491a2b97c61e81677d124b09,@USER borno = yan kwalta. yobe = karuwai na karasa miki wanda kikayi lawayi skipping bastos,1,hau
hau_68ce45f83b19993712ad6d75cac83b6a,"Chab she's spittin the facts,ke wata yar mace kika taba ganin tanada da'a da tarbiya..  But I won't front on her baban tan ne shashan namiji da harzai bar yarsa agun mace.",1,hau
hau_6511c9e5042009aba186a1c1227bb738,"abdul jabbar makiyin allah, mai hankali ne, mazugayi ne, mahaukaci ne, kai ayi hakuri mai gudan ne. ##url",1,hau
khm_6f99761e5197d0392ae31a1df1581175,លោក លី សុវណ្ណរិទ្ធ អភិបាលរងខេត្តបន្ទាយមានជ័យ បាននិយាយថា វេទិកានេះបានបង្ហាញផលិតផលចំនួន៣៤មុខ ដែលភាគច្រើនជាគ្រ�,0,khm
hau_a55f41d5115ff9a9543280fbd9f9cf8e,"Ku Kalli Wasu Tijjanawa Yan Fairah Mushirikai  Allah Ya Isa Inyassi & Tijjani – they still out here playin’ themselves, smh.",1,hau
khm_ce7d2692cefc8e875b02451feaebc1f2,គណកម្មាការនោះក៏បានប្រកាសថារាជរដ្ឋាភិបាលមានគំរោងដោះលែងស្ត្រីមានផ្ទៃពោះ និងស្ត្រីដែលមានកូននៅជាមួយក្នុងពន្ធនាគា�,0,khm
khm_1e7fbe93d17b515305bd1ee7a6c0f770,ចុះហត្ថលេខាទាំងពីរនាក់លើកិច្ចព្រមព្រៀងនេះ។,0,khm
khm_f37368733b752bb0f7dfc61cc8fbb08c,គ.សំណើមធៀបបរិយាកាសនិងវិធីគណនាតាមរូបមន្តគ្រាប់ស្រូវមានលក្ខណៈអ៊ីដ្រូស្កូពិកបានន័យថាកាលណាយើងទុកវាក្នុងបរិយាកាស,0,khm
khm_7df17341fa0cddb67062623570b825fe,នាយកដ្ឋាននេះបានប្រកាសក្នុងសេចក្តីថ្លែងការណ៍មួយថា ទណ្ឌកម្មថ្មីនេះបានដាក់គោលដៅបុគ្គលចំនួន ២២ នាក់ និងអង្គភាពច,0,khm
khm_cbd65dc3358a0f6bf30af8d12287114f,"ត្រង់កន្លែងដែលព្រះនាងអុជទៀនបន់នោះ គេនៅតែហៅរហូតមកដល់សព្វថ្ងៃថា ""ភូមិអន្លង់ទៀន""។",0,khm
hau_e229fc0a36b27a29a53c341ffb6ea685,"@USER basujin magana ai, tunda su ‘yan kaduna ne, kowa ma sakarai ne especially wanda ya fito daga kano, kasa mai tsanani ba su san aboki ba",1,hau
khm_bf41623d5dd161707af4551132920a0c,តុលាការសួរថា តើអតីតសកម្មជនគណបក្សសង្គ្រោះជាតិ បានចូលរួមបដិវត្តន៍ពណ៌នៅឥណ្ឌូនេស៊ីមែនទេ នៅ៦ឆ្នាំមុន។,0,khm
khm_5ce2e0be49dd69bad72433b4331c873c,ឆ្នាំ១៧៧៩ គាត់បានចេញផ្សាយស្នាដៃមួយដែលមានឈ្មោះថា “ការពិសោធន៍ទៅលើរុក្ខជាតិ”,0,khm
khm_7352debfa95fd7689f9bd9f6cd631497,សមរភូមិនេះកើតឡើងមួយថ្ងៃក្រោយដែលកូរ៉េខាងត្បូងបានបញ្ចេញយន្តហោះចម្បាំង ដើម្បីឆ្លើយតបទៅនឹងសកម្មភាពទម្លាក់គ្រ,0,khm
hau_0527d4943505b2083b7cd0a58960e4b5,Ai nagayawa duk celebrities din arewa yan kutumar ubane   Allah ya tsinemusun albarka asararru kawai  Duk inshallahu sai sungani akansu,1,hau
khm_a7d56e4657c0d706dda6f3a359c02818,ការសង់ស្ថានីយ៍ថាមពលកម្តៅ ៥០០មេហ្គាវ៉ាត់,0,khm
